N,P,K,temperature,humidity,ph,rainfall,label
62,34,71,37.65322301787535,63.046875673079334,6.175005078953774,92.97067841118053,Moth Beans
18,25,110,22.9687293083484,18.607584126237082,9.534641352907242,88.19631844010242,Chickpea
91,38,143,14.031586414072407,26.08291484241449,8.117675390997912,288.490045369737,Rice
57,45,47,34.821290680370474,67.53924807432779,4.064010044803569,22.289675162564915,Coffee
89,55,149,22.242376895536946,31.87285036545988,8.916435281797593,264.56230819074,Rice
116,86,100,29.522403230332113,57.350026858364494,8.186724931892359,75.52452831602858,Maize
61,62,136,37.52437822970723,60.85982499852784,7.4100577644969805,283.34504181895545,Rice
22,79,195,10.26512022934324,38.38161836330079,8.749874947898736,115.16142518205048,Apple
126,27,200,11.623481145796962,95.56456337656839,6.086303025554926,142.41779314232414,Cotton
136,132,85,29.837336850712482,86.45191318785946,4.917606725464657,216.5795306765379,Cotton
139,21,45,17.029290096227783,76.12412165642067,6.77694969029606,183.37199630956636,Cotton
128,73,137,14.181600790942893,20.707472511209183,7.012587235798232,108.38713365849674,Cotton
57,112,164,9.949366890736101,23.127181660575673,6.945288780863438,173.96499461125492,Apple
121,143,202,9.437923989997094,56.37919574438619,7.116472265472674,223.13651385288236,Cotton
0,98,39,31.414979611097895,27.82134803042477,9.571711476730759,31.7691149608928,Maize
33,19,26,12.72545607919086,98.13082986353477,9.274371987815881,23.113406861085743,Wheat
95,95,197,22.45744198635761,27.632740126357213,9.104589033977213,147.3426090622638,Apple
125,37,154,26.492187003240904,55.922233849901765,8.629067589815214,56.650579749376945,Cotton
117,129,116,21.30787257661031,45.314410888369466,9.537939886497828,204.6877130271906,Grapes
47,20,15,9.591514248218008,68.98723224505243,4.130365706748181,79.5065828312267,Wheat
88,70,7,31.678243875566938,25.09713116449054,5.196788873252733,140.33260768919652,Maize
116,51,141,9.106986156616282,51.007212811645616,6.668358052189344,74.95252045104677,Wheat
128,128,64,31.047184915822534,37.62463282141435,8.917820755989794,172.4784368382566,Cotton
15,5,80,34.88449121861318,90.34663112176517,6.733060553745489,52.26286170891016,Maize
68,91,91,21.438925694869432,17.490371243583777,8.287422331786168,26.42370507491951,Chickpea
21,132,18,24.437840214455708,92.5805644845555,4.389343393593064,34.21459539366182,Grapes
92,71,22,22.727915064435493,85.63749591555803,5.115448403049985,285.2838467412562,Rice
75,8,117,20.16489166380441,39.59108161391013,8.183367008241103,59.55556877384016,Maize
85,51,77,34.71279643281452,81.878996302231,4.554297656881434,216.9569543720402,Rice
28,42,27,34.90285851156372,16.68436618913229,5.748677981791531,38.883484773945696,Chickpea
68,25,87,18.60583784753281,97.15043732523185,5.195144050006857,50.068577921380644,Maize
46,61,129,26.76003681722918,59.28716506272188,5.739114843023863,161.46759789179504,Maize
93,121,179,35.865700814659235,40.082168241628295,8.03327391409901,149.23411858290754,Grapes
84,50,73,36.892108169087464,45.18215628314223,5.854221959313927,284.53932602428375,Rice
38,43,51,23.66160398032379,19.710860397602772,7.0536852646908175,282.664255939765,Rice
99,141,120,22.022484314302343,99.08405820761537,4.139564013148222,236.7312026268053,Grapes
32,103,34,16.937874025112954,17.379107282959552,8.652113236701618,187.38430877540324,Chickpea
100,81,29,36.79905869715997,70.32201259071587,5.867287204147999,146.47896823525707,Moth Beans
22,119,160,12.970177690607727,52.07528978275541,7.650618617813392,119.01763254330105,Apple
9,138,116,25.73102362059357,95.60679476422949,8.14249345063573,283.29033805920443,Grapes
68,95,29,17.050467811544255,35.15597766638439,4.841829901514883,187.6086495760626,Coffee
99,102,78,16.94704207815566,59.75946685866897,9.16191990370144,180.98216269670647,Maize
33,124,62,20.625082751384703,55.482633938116756,7.443835210284499,84.46851185175834,Grapes
137,50,98,37.96475372581711,74.44651418830873,6.243840907209481,32.98199337206143,Cotton
95,42,123,10.405016159722805,19.848879947908163,4.666945174900605,282.76242517315336,Rice
0,104,131,25.69342109154312,30.665865182008517,9.530726002567723,107.21840195881379,Maize
68,76,173,11.211107014630095,32.452574527985085,8.332436506442402,143.03974848419952,Apple
3,39,29,13.312008235723155,77.48096491638532,4.831357201492793,51.8699043168265,Wheat
15,34,82,21.63523789976864,30.265927884099646,5.6613489582350365,252.66496371478317,Rice
23,82,103,23.705435835316088,63.320291694624,8.68191525176367,27.681649533948715,Maize
79,88,120,16.356738324244102,32.51096856308202,7.95233704457817,251.84943186354883,Rice
1,117,52,18.04054822153295,88.09974570722214,8.401019473380636,58.999233555054765,Maize
127,29,14,11.339436991473246,95.02794908610892,6.323687054162768,266.4648233114603,Cotton
83,92,103,17.654017688252118,58.59039584503268,8.085448080909869,222.87679317945174,Rice
139,18,15,37.02350642991189,44.29856404198933,5.973559826329048,65.77833297703081,Cotton
123,106,89,36.38545554483646,34.12896865150493,4.852082668404457,177.29740201493212,Cotton
32,87,153,18.578446071999963,18.281166130981763,7.549133022984704,106.918455390751,Apple
100,114,177,25.46893493933984,37.0910065529846,9.746489123832283,69.5488014974202,Apple
11,135,139,35.36018542043958,70.26427707529734,5.48784621693011,258.85265143628817,Grapes
66,23,196,8.980567621114183,59.89105609259213,6.450205390160254,132.17932908900977,Apple
64,32,130,32.47196025385768,95.18754993215975,7.813608774847063,130.79515259357635,Maize
73,75,68,36.49239094143643,48.07984457428625,6.965640205583922,67.22849559624036,Moth Beans
42,67,6,11.466711442539868,73.67224744024193,8.897937892537914,126.49225795184647,Wheat
43,77,80,13.514272432161295,56.08175628286044,8.375153321404902,262.3094832794203,Rice
28,128,125,36.85379204092358,58.0815545694822,3.8731021047190852,120.94978151611878,Grapes
11,123,46,24.49617219429811,37.02859105595411,9.889895897112154,284.5457903749411,Grapes
94,125,58,9.214541726574332,53.125766808411974,8.315375703804591,283.0738739799317,Grapes
45,23,79,16.322854363895054,54.48750974309282,9.028981224282326,60.2818272874422,Maize
129,124,20,21.9383552886507,74.77125687040831,7.667665357410217,69.29252847929527,Cotton
34,65,22,29.032940201923218,94.8950399300058,8.980224819499279,259.8233915522652,Rice
80,34,191,30.208283041594548,42.32162986349537,4.219251039543741,129.18753546107195,Apple
89,13,94,37.86630817742332,17.629240297991664,5.725522147579619,21.215967074676595,Moth Beans
7,68,148,17.195327022005763,56.68138079305501,9.109094039068754,96.13636587809314,Maize
92,124,10,24.516026974559477,60.8236745648285,4.79059335210811,186.14086010836567,Grapes
89,56,189,24.373047597500467,28.48588739734471,4.000749430912146,242.1959385368711,Apple
114,93,112,20.644841575859335,79.39995613974173,8.543961215649402,57.082035551926154,Maize
104,57,179,13.73952730019867,98.70390332596828,8.847111396117096,50.730499307852426,Apple
134,82,52,37.341731644968206,95.33662566272764,4.540974196415364,276.3417576931082,Cotton
57,45,46,33.716861850664316,30.951119338834086,8.967814289809379,228.81924625467798,Rice
113,72,80,23.351324426191727,89.28123863146541,7.8953138918218855,183.9587290163058,Maize
74,12,192,26.41476634237367,74.58645273140488,6.828529172586137,233.833927618868,Apple
119,6,81,15.436022763942141,53.0308044873944,8.813601233800863,139.2215124432455,Maize
20,109,136,24.67858245543901,60.4925455119267,6.183195195641382,230.8506977519372,Rice
137,129,134,29.093127887147094,87.0656150484914,4.741561319829742,123.36123157432094,Cotton
100,114,63,23.84287722888839,55.29160480890009,5.3230571303079275,87.85829115294345,Maize
98,90,159,37.716326981080286,46.09583374304091,6.733049717077215,222.6657311194453,Apple
35,124,31,26.651176362433606,56.41928440023478,6.900517073108325,136.66889721972058,Grapes
95,131,83,19.632432407691336,63.80516314701422,8.655717289223896,292.82283500268215,Grapes
36,20,76,31.346839206382473,30.260678224938,8.56465743137494,117.15688068165208,Maize
11,66,11,13.777505338183948,91.4780648029612,7.220745966109279,276.24022290763634,Rice
112,117,195,20.027861760222983,71.9800775993468,8.49702709353905,279.3635885016481,Apple
12,16,115,18.931201351025507,68.46112689102404,4.7273501330794945,87.23511928399942,Coffee
22,39,123,21.408767177147098,22.55667545153488,3.820412973397084,241.90548848146773,Rice
98,15,178,31.62797091711881,65.9589586828429,9.09125646486208,140.3947124301891,Apple
104,68,67,22.937852539171498,24.402616952510343,3.9835487600817254,275.0718741700367,Rice
29,54,128,31.985221947766114,20.76800006680432,5.078805950361582,145.13454779259638,Maize
16,73,16,25.633475971684085,59.348737025245825,7.950041277596061,226.91643341978778,Rice
112,52,145,18.788427492000615,48.639555927998565,6.1204668008147785,149.8169397475358,Maize
61,24,47,32.451379315557396,64.6376832334352,9.108409407459256,83.32861008817402,Maize
83,105,21,15.758058380150274,21.673106452922518,5.407070685838525,75.41933584662279,Maize
111,141,67,15.35198301015403,51.064543404864224,3.5759766186838995,138.26987200326408,Grapes
85,72,124,23.531485382401204,29.031657493883586,5.424196099588762,230.02751464995174,Rice
18,39,40,16.416797982092998,98.89060738947403,7.199680314782922,188.2098728802532,Maize
99,69,12,9.065341420575518,62.258918269424996,5.906005602581077,211.43894259235103,Rice
139,12,73,27.730287797125005,73.1195700409146,6.923185636856034,98.48672550348,Cotton
75,49,94,23.72393958699402,41.98597213870427,9.110227960544119,153.83902617621433,Maize
8,91,40,21.809120183200307,22.147546671023598,9.33990434707436,32.341883661472906,Maize
27,80,32,37.035480626854806,97.92489419938416,5.202234013786318,247.27401163635753,Rice
127,80,122,25.47901617171708,38.61827704295376,6.457699028927365,295.19002110268514,Cotton
51,51,97,34.01220207145003,50.44750392492738,7.0145216975452875,133.1123794096585,Maize
82,19,179,12.871946897190679,69.88829726642146,9.57431972408478,23.04789557056905,Apple
110,109,80,25.420828723379287,16.12396760100557,9.891150842652063,67.20235379516336,Chickpea
116,30,105,34.14500510054236,83.68228522448668,5.006606392585771,201.40247201461645,Rice
68,56,162,25.82668811257302,60.14572434246134,8.152671176613218,190.15805046067285,Apple
98,97,155,29.766014001308445,37.9266780879187,5.919398798292449,239.0263920447812,Apple
139,25,148,19.663672180116457,19.298286735152356,3.5518924600717647,90.57975504717695,Cotton
24,55,18,11.499525897482346,27.974863730801964,3.559216143589775,232.28967252210327,Rice
122,42,75,22.170688617710486,90.97291186139557,6.4476224483984375,211.2595579835802,Cotton
52,24,184,20.31879821249464,72.99808325848663,6.625343443227742,109.74243036444844,Apple
56,136,128,34.11815732546526,35.49154806077253,3.644446058070033,171.64570515983544,Grapes
38,59,129,15.92466282869219,19.64166578527254,7.896335467355536,60.942118762534825,Chickpea
108,96,41,37.02863944402516,73.39291686525073,5.3816216870077,145.81293195509198,Moth Beans
41,32,33,36.77763309829129,63.2270644332278,7.083315849830076,264.97286039646815,Rice
121,8,199,16.03084397768601,48.788679103408214,5.42588206825868,137.09120359145862,Cotton
132,80,147,18.963117099937758,45.27058463034549,4.569659615163566,253.39954440016731,Cotton
74,71,179,34.95022763351744,32.64602772990331,6.1059119270328015,184.09043554219505,Apple
75,90,178,37.02536885016634,71.58656806222652,4.986549534659205,73.34172624245518,Apple
8,95,184,21.748421802812487,97.47745039027286,6.922726252282676,181.5475360260152,Apple
73,109,23,18.173113732714217,29.11151114196702,4.7725025938334715,160.66336550566365,Coffee
6,5,110,24.161945186945026,65.35202932133329,6.753798250525613,130.82229118459475,Maize
136,76,25,28.882860825879455,50.479914794153956,4.507222495160752,53.25726218546755,Cotton
26,91,68,16.78545584894941,52.41523007004118,7.794238140709024,135.8450085495299,Maize
121,10,169,30.305016698876926,35.856666090992036,8.325201180425115,40.22794059461634,Cotton
4,65,31,10.308394827747518,84.96159930688204,4.206523099199576,47.45779628885285,Wheat
28,16,59,10.239399188720961,55.731981956662736,6.493935437038971,135.62479615529506,Wheat
82,10,33,20.079600990249922,60.73290328905071,3.9535788841911907,104.89605198723291,Coffee
135,31,152,19.121417208173042,40.209438500570016,7.328367651468815,277.30132258969815,Cotton
108,140,29,18.016489888720848,29.635528047357678,5.192187506749731,124.4462138957152,Grapes
64,128,74,23.13777706993217,21.388293385442562,6.87679652376773,230.68455793604383,Grapes
85,110,67,18.16542060349788,75.41424611954277,6.811750460059464,167.40881232981548,Maize
70,97,168,14.413931219268285,30.876148225155582,9.415867815640322,215.73581588256926,Apple
44,113,134,17.836510833387145,73.3464804602366,7.014132624439826,92.31224327828097,Maize
131,103,154,37.26720476605886,47.57237436003803,7.231190270197221,281.8495824490555,Cotton
35,39,20,20.80451177624958,49.75663288511003,6.070580004892034,167.36460214220986,Maize
69,88,150,21.785613084263403,54.34926466397837,9.574109460370028,251.1080918172994,Rice
18,60,201,25.63511370657329,45.62293169896871,8.473989820413502,121.48270278635955,Apple
107,53,186,37.513550437695415,22.653318041142747,5.326593857938186,47.85875503604582,Apple
90,50,104,15.854757271924282,40.62833566024474,8.902941348967886,207.29183806639597,Rice
89,117,34,28.693437627547066,71.0811550196787,6.267336705184576,22.157182237804008,Maize
18,140,49,29.706753051418346,71.2574585263229,8.803469718615002,152.1314474852113,Grapes
38,47,23,26.533872970357525,38.61529042263952,8.766483637078412,73.59892894127567,Maize
125,128,38,11.386487517390007,53.56882588396117,4.708769195282268,194.41039023303068,Cotton
125,101,145,28.564670454165235,30.63646160902662,7.987303240854892,292.2787247323229,Cotton
57,94,175,10.671565562256324,32.091999011565875,5.360115003561799,149.10400795713957,Apple
60,43,66,26.20736536685699,15.982049602968237,5.403953087953076,247.26451531413534,Rice
126,89,122,30.395770374874886,91.12020329206604,5.396627692035716,161.16400397241165,Cotton
104,66,104,14.960320806102553,32.12077319644193,8.14363678438367,157.84352864691868,Wheat
0,110,26,33.37536262024901,33.567913416535845,4.9708866674722305,278.65773110370026,Rice
130,111,184,9.686331121563725,38.04572320748134,3.5057973455749774,267.41051151157745,Cotton
91,58,184,33.43933561882254,24.957094165806893,8.077515862288852,238.45252932225688,Apple
112,130,115,22.24160827876874,68.97660795359721,4.595582360544801,102.35909942206598,Grapes
55,13,168,15.15356784600402,20.462293973272445,4.168687329970142,171.51233957125547,Apple
116,92,77,12.706321833823866,25.541408664066125,5.020103171801985,82.24343085898043,Wheat
133,41,151,36.63656929340528,69.449078486748,5.931363342865305,143.40884205693806,Cotton
57,53,42,10.921835157369777,43.21081336140408,6.545800495828485,154.6112322812218,Wheat
43,45,74,14.613527862129029,74.88351309630227,3.785248260560837,251.19593116707398,Rice
60,21,120,18.95641254504494,61.93852804163222,9.711669328815107,269.09588556034805,Rice
46,92,83,26.91085758966472,36.01782088329013,8.082803541885173,135.26437734622084,Maize
79,25,189,24.708191690062073,69.97120374208222,5.568442018075752,24.921835730359945,Apple
117,55,152,12.468789978439569,23.999536505187734,5.539662446626544,259.57312746144055,Apple
19,63,13,17.260057125155868,60.13129294488262,6.37067231595814,68.44947262337827,Maize
46,45,36,15.771551715711905,51.59473703387298,7.507966865683411,192.8831859615294,Maize
48,43,136,15.035451351117969,37.037128122299904,4.4367876261693935,26.94191032068847,Coffee
13,15,54,20.805414625215622,65.94442980559701,4.7091508080956945,131.06280012243687,Coffee
0,143,86,29.35771841567638,88.9346889412643,9.000381330134726,294.0969639880672,Grapes
116,81,9,15.14962562074329,99.9058041796246,5.140031512890064,47.992821106857264,Maize
53,131,152,19.50702328732706,66.2675981119345,5.9332479870411365,137.78669625590055,Grapes
117,50,91,20.21478886376194,48.80470519230863,9.07613984608075,105.38768615280671,Maize
2,49,130,37.31253065951398,33.36781061859334,7.744146108158865,271.6144983019375,Rice
11,5,79,36.67625762086881,36.11026368797961,5.686956027786806,261.6765499982447,Rice
73,112,169,32.16401741636062,55.23312812087985,7.875677092637573,86.08025536513162,Apple
15,23,26,15.856440487920207,45.585882310140995,3.625972578441048,42.570204800019866,Coffee
101,80,190,10.786689571476755,92.5880489457452,8.208113024072738,194.34447354899066,Apple
116,76,72,18.053600821442245,45.67341021839102,6.616902659303933,113.51050190367131,Maize
7,113,48,16.59040084346786,46.11623483850745,8.704365742620553,206.83946058848554,Rice
121,16,38,23.5730333642747,46.98396806932202,9.609680972841398,28.92929218685242,Cotton
91,49,81,31.509654973979558,85.9493380916186,9.425046716765237,57.08498737934206,Maize
89,94,46,33.86302981526265,69.96779559283357,9.31929627811418,210.81148071079485,Rice
135,107,141,33.47003129398685,66.81852112742477,6.777887717976878,79.03904217409438,Cotton
59,12,110,19.302526387713577,42.73629992501215,5.804909530489203,258.40937386194764,Rice
27,95,99,28.867242829051943,84.3397592075898,6.476226078276306,36.288266783417654,Maize
100,91,139,17.934758567707227,17.299292076590298,7.915334421205509,79.90399121438975,Chickpea
40,88,72,10.578441862467336,88.88855682107773,9.157585771975596,297.5997490788491,Rice
45,86,151,29.285705755605914,58.09649138227795,4.824712339200765,140.39515651912836,Apple
34,72,163,9.086964535037806,48.2495201982535,9.3764362141549,215.4244544654109,Apple
133,131,132,20.748131553787864,56.75638614172097,8.717153484607291,70.78032758224981,Cotton
81,86,167,18.417874663620612,71.39773562590946,9.764678497140702,189.5435083259795,Apple
114,88,189,29.04662412475049,15.097826680539173,9.133611349002798,221.85748700669834,Apple
46,117,89,31.174367804603065,88.9534596554093,5.291598910028203,107.42450477088992,Maize
9,80,193,17.67956337036149,52.41959917677978,4.178117832601905,250.43339712929404,Apple
55,126,163,32.499508821789725,43.495120694206726,4.2183428607461675,187.75008681529476,Grapes
29,45,87,17.38236940674407,25.88911864452891,5.363829238900967,128.1761966729784,Maize
108,6,99,21.832729711607588,51.79402219482602,7.430775833501052,175.02458534939808,Maize
4,33,185,30.02894098881271,56.683758330456584,8.647650087021905,180.33951558718695,Apple
118,109,36,29.033270693363825,48.71361572643909,9.255201964682016,66.01881136889475,Maize
32,55,70,37.63115939151624,72.36476806911315,7.49202165996309,131.9595988230166,Moth Beans
117,79,191,15.374701907105212,50.197101473293436,3.536040401587544,115.47370346941908,Apple
64,14,120,28.139683075355805,96.68191169480531,4.692427369718614,131.45095687699705,Coffee
10,55,142,26.6027117216527,65.5378665328289,4.138247704661555,231.58874359890171,Rice
84,122,134,35.52087487110887,83.44310246606418,5.825276643641665,154.14567727573498,Grapes
25,125,198,13.36577453603035,23.40460766741518,6.708646359255974,281.4078906005155,Grapes
62,43,64,30.75250637673844,48.16705119334789,3.7777419429027894,101.64204291364526,Coffee
85,32,21,25.393443595048037,42.96890232445513,5.730259045092194,135.56559476321024,Maize
58,7,100,16.820243397806838,62.97548537974689,4.646749917602064,238.77399331317352,Rice
26,88,148,22.653499493097485,88.0557627252826,7.641249064056793,171.79483694316858,Maize
97,121,20,18.546276634438094,20.737086727532574,6.471343163675776,172.0738247059965,Grapes
104,6,50,25.71595136142306,20.24143263184513,6.670032940377016,34.82856531544102,Maize
98,97,171,34.75881783578824,87.1273229015535,6.237227443414151,130.81070623573072,Apple
128,135,163,25.4237055448363,32.305107399298734,9.618526147114029,95.26397761324164,Cotton
54,98,111,27.246294615136254,71.51277988268399,4.874304800778004,297.8151641470501,Rice
5,44,92,23.947437135749517,60.68751938302925,6.806651263000796,105.72270963578225,Maize
94,6,133,10.294032788207897,85.62884916030174,8.21051115753815,265.890036672694,Rice
132,85,143,15.599469860781952,24.7576462459307,7.063804244061201,207.99297834125272,Cotton
101,16,123,23.16645049941682,25.16133505214457,9.445733668587527,114.77476175540114,Maize
2,69,89,17.858870285345382,61.88637898393445,5.918997476104218,171.1025571880064,Maize
22,59,8,14.107497054626872,95.3885641888199,6.467525156948339,253.66897462587588,Rice
52,49,75,23.5206789840184,49.68980721988487,4.066542817374262,265.5763868525935,Rice
82,105,158,18.22604596867723,42.11702062190376,7.397594310732343,64.58949725170837,Apple
84,66,115,16.33674318066371,66.17528179501818,5.344556598067879,114.40133325587115,Maize
77,53,54,22.34837418925912,94.01857964687268,4.525977852899641,113.19204409937292,Coffee
109,131,144,12.691900335999456,85.97579362463763,6.985000274588852,31.688453309112624,Grapes
0,27,99,35.8901754058019,99.6115905230569,6.906785685631428,186.31009723882724,Moth Beans
50,42,96,34.13690125924178,15.94089815540443,3.985578503833904,257.63997473182826,Rice
3,32,69,29.462521103623633,23.70580044529755,7.968578902364626,126.07767981549394,Maize
112,25,51,11.901443765582922,66.4142276495295,7.492142020165458,225.7299927056012,Rice
31,111,185,31.455615830515036,84.56957378271107,4.7097106095775825,194.5007149810057,Apple
33,103,110,32.392353980783355,38.53101343838192,6.504383117785881,124.43034846705423,Maize
91,123,203,31.21872683725866,34.57215357094282,8.110066665462785,59.214624258858585,Grapes
94,77,134,12.127803903881842,81.67991874678327,6.88838873946417,217.19203107171893,Rice
71,126,110,27.60211234637873,18.848839431377915,6.03113008757485,257.5691169656649,Grapes
38,34,28,33.162284035882436,45.76690769210232,5.562966131718039,210.66754888761474,Rice
117,112,8,25.6587193156143,57.499593142940356,7.406520746521943,24.970218561679424,Maize
2,102,112,27.6750953566602,62.18998599412782,9.51029566918554,80.11274464069557,Maize
122,36,23,22.18421359924814,76.66090348417882,7.799166979055894,39.31543579762187,Cotton
49,83,158,24.238253740614336,44.51673221503661,3.9783737832724193,178.56733568219104,Apple
11,45,44,9.803804263870378,66.69085364201622,6.448383830285657,230.30079471763466,Rice
53,67,54,27.45772024161991,64.34228636002224,9.201274441668016,50.74101400508732,Maize
132,27,175,11.17825861642185,61.09498465622225,4.104559525126956,253.0579141249611,Cotton
56,108,79,21.502426154734522,69.08156321023026,9.828804557680279,174.43149599394434,Maize
111,79,199,17.34552885188831,36.31262871185456,9.574044119330697,211.8113853753995,Apple
46,52,16,24.726496146182022,21.279792808278092,4.000956676671206,290.0497139132036,Rice
84,61,199,12.695756997277648,24.257363795417934,9.473845250877151,43.263314732859854,Apple
65,122,31,28.995987337620893,33.31408490823549,5.824048577660559,270.5402783878254,Grapes
74,104,117,32.01433687831134,57.01702245495953,8.906138669285522,55.05654948449979,Maize
102,128,186,13.569949932500169,86.27807654695773,6.177653361364937,129.24254824499766,Grapes
37,38,198,11.84594215067496,74.31122741960104,6.321472721296102,256.6999575800498,Apple
49,11,53,13.049052097390888,81.85749196137606,7.559155782256273,271.93867781312736,Rice
97,60,148,34.41212480743625,44.18390365764386,8.456655483366294,160.7713252455504,Maize
81,69,134,24.2231264432856,48.80022178177531,3.7162505660687914,185.1610894405682,Coffee
29,51,64,22.444021083419074,47.856642195192705,7.296198371373659,216.8649590183989,Rice
78,23,186,11.915985117788745,30.50109385878713,4.695091162223174,251.50690982985455,Apple
90,130,34,27.767035397303285,19.264632600347195,5.714076914324499,53.780105131471196,Grapes
51,143,88,34.14558808333663,64.8187839831415,5.726999463393385,245.19926768772527,Grapes
78,53,170,32.98302738424483,99.07263477417041,6.501986177415383,153.79476984222947,Apple
29,117,32,27.0807975022394,28.347354625722602,5.638473036007509,145.27331218007097,Maize
105,42,29,10.998138526228871,18.014894511337545,4.1871111580842735,137.84413105516552,Wheat
50,68,100,12.08199319353958,81.03972463685824,4.43202392656289,161.56082069839985,Wheat
80,73,129,10.239822423606881,35.72239657488628,3.714003107591025,282.7240538436998,Rice
132,140,14,16.318393121580105,85.34936726035184,6.509594146104028,172.40064883621815,Cotton
28,120,192,12.761314841083031,74.53855336496832,9.608465247059126,284.9833556371527,Apple
131,69,46,16.39340277537107,95.32792418636919,4.240321431347946,70.12065631114808,Cotton
137,35,44,20.043695226993684,49.16774227507379,9.556092755219726,221.30980211547202,Cotton
73,136,81,36.33509729487716,70.92940619275453,8.1935136942854,245.80259173323174,Grapes
16,117,109,26.622980945625407,53.97751114994128,7.579992338778644,208.7978151110916,Rice
83,113,122,33.1812345419425,68.23062796853475,7.629777634070803,188.72439390297822,Maize
68,73,46,29.542263820800102,52.66550591666541,8.791056949736205,177.01795314195869,Maize
33,124,51,12.085091411377647,30.222373192470435,4.184287132030857,259.33867415687746,Grapes
5,92,169,30.288875866119305,57.67917777629076,6.730427670819467,248.417754011731,Apple
52,71,26,16.832887341526433,59.458241323620044,7.961383284868854,53.99626448820667,Maize
125,79,189,27.461949132245426,83.71193095037385,7.2556508484708075,255.90736865458413,Cotton
42,49,111,18.756089630375264,77.25478069824798,8.829786054549086,135.111076204443,Maize
114,8,31,37.932030087328044,71.0860796589642,3.9625389376726496,90.5277187388354,Moth Beans
110,111,45,16.495703201305915,23.751290217521237,7.920486652794662,261.79566190787136,Rice
79,55,84,16.950609746608677,75.9730009970795,6.917777474462193,140.10289429818016,Maize
94,54,166,35.97562986242203,57.02624344648827,5.926629529471638,244.72538386915502,Apple
117,10,164,9.519616615380622,90.89256010512969,5.677759886297798,93.22620412372477,Apple
7,63,93,29.14331844589735,93.10890033522668,7.473328849754834,21.09235135537655,Maize
131,129,70,29.979530609487643,18.743466791753548,9.202370397723296,157.73765562701854,Cotton
103,34,16,33.22225446038366,84.57517419048517,6.675525927047138,47.86345534672182,Maize
131,126,172,37.253627870643484,17.241975576349674,8.77822825009229,229.71651563592488,Cotton
24,129,77,37.28757603937425,45.57658780977195,6.073800843801392,96.74888782729609,Grapes
95,41,80,10.706081320940747,60.6377979034128,4.15532456187633,143.3334897557671,Wheat
92,128,94,32.79770822438475,26.73666868193296,3.8936367133352867,44.195331095452076,Grapes
60,105,14,27.672250062795534,78.1829878809406,3.8285399764715367,99.69127106833623,Coffee
121,39,100,27.702390323694264,14.718504558803918,5.932960908529088,237.254287625883,Cotton
50,91,180,12.547817857149088,28.499518165327167,5.658321605349389,62.14143950884481,Apple
20,138,24,27.785465260213076,63.94852736739891,8.094796951184446,199.91035799329416,Grapes
4,22,43,37.48849135355644,75.43733033520715,8.254057610143143,275.0443870796513,Rice
91,117,64,35.42510223055185,92.83130683167678,3.825465400535935,208.99461921264623,Rice
60,33,70,21.622615295501635,74.67271206637764,4.915188882489696,245.46402962323907,Rice
21,81,69,9.966480819953956,71.77301724191847,5.255275841016958,50.294112946488596,Wheat
69,63,183,19.37896990800598,47.91333858615713,7.004716698513981,89.70344762857114,Apple
0,130,128,32.930597098736214,14.110460595304922,4.424897433004482,268.68180092288435,Grapes
132,113,168,29.283773762782847,24.333696251263486,4.357223804160002,218.7993605858288,Cotton
11,26,156,22.212834743343528,59.97169084901937,9.540248890930933,197.79596373289252,Apple
89,72,159,10.408964826637868,72.06117018262009,8.646898606705799,204.5271526418326,Apple
45,73,134,21.265326052440436,49.900552415095774,4.65619137338349,135.14775409669087,Coffee
33,53,163,22.495528239762198,76.83839499144156,6.1020339705951425,32.38674358970759,Apple
77,113,61,35.913821560508765,58.88015739856738,5.77598079524842,238.07474869566266,Rice
44,90,82,27.519714224599056,20.37915282111085,8.562426074018607,208.68227966786836,Rice
72,57,198,17.900265166315748,30.5133975832436,6.765362665459982,151.43964102333746,Apple
25,127,33,24.139293321961063,86.23984719897909,4.318238316758189,270.1331730723756,Grapes
46,91,19,10.728814988407075,76.3424962097018,8.229549204199962,113.45238686585748,Wheat
120,135,16,37.198992480972315,90.94953088307457,6.040083060639482,101.82144489628358,Grapes
55,46,105,19.3137491363772,24.109923424400545,5.182715184845741,262.6373783720851,Rice
93,102,160,22.75372676346357,99.15913797689636,5.903191180932609,241.56256802299797,Apple
106,113,88,19.17429204771814,32.00897739969429,6.685642007084137,163.16438736023983,Maize
62,55,129,28.729342519393043,15.013069360651214,5.69593930506886,56.34425756928229,Chickpea
47,89,107,28.137179023224117,99.77837275860566,5.04819694458725,79.78986906728458,Maize
60,131,28,29.68741146745076,38.17235414827973,6.050412984345474,202.43138133364823,Grapes
80,25,153,16.62978230466809,71.44967291608015,3.6227066287993486,127.04146411963444,Apple
25,48,142,18.017519649990728,29.194679019162248,8.443986215016409,252.53954728314,Rice
35,143,114,12.457335948009273,63.89965376912619,4.5940473188325495,284.08749259435274,Grapes
0,107,82,27.940891177906487,91.7470088350921,3.7809895272360783,243.96706522642728,Rice
7,72,105,9.962076118201056,41.535580398845724,7.683671634592507,124.9576275927649,Wheat
112,133,150,26.252324197285006,71.6418419398149,8.453191224471503,239.25482732633589,Grapes
98,96,146,34.195119837667704,30.15970863666382,8.708506442194196,117.70078522485,Maize
46,28,166,34.8122987300573,67.73240428981038,6.65845876902784,66.45382439884622,Apple
